Frequency_Band,Center_Frequency_Hz,Power_Watts,Power_dBW
742-743 kHz,742500,1593589453.91,92.02
743-744 kHz,743500,1593641450.11,92.02
744-745 kHz,744500,1593693247.11,92.02
745-746 kHz,745500,1593744844.91,92.02
746-747 kHz,746500,1593796243.51,92.02
747-748 kHz,747500,1593847442.90,92.02
748-749 kHz,748500,1593898443.10,92.02
749-750 kHz,749500,1593949244.09,92.02
750-751 kHz,750500,1593999845.89,92.02
751-752 kHz,751500,1594050248.48,92.03
752-753 kHz,752500,1594100451.88,92.03
753-754 kHz,753500,1594150456.07,92.03
754-755 kHz,754500,1594200261.06,92.03
755-756 kHz,755500,1594249866.85,92.03
756-757 kHz,756500,1594299273.44,92.03
757-758 kHz,757500,1594348480.83,92.03
758-759 kHz,758500,1594397489.02,92.03
759-760 kHz,759500,1594446298.00,92.03
760-761 kHz,760500,1594494907.79,92.03
761-762 kHz,761500,1594543318.37,92.03
762-763 kHz,762500,1594591529.76,92.03
763-764 kHz,763500,1594639541.94,92.03
764-765 kHz,764500,1594687354.93,92.03
765-766 kHz,765500,1594734968.71,92.03
766-767 kHz,766500,1594782383.29,92.03
767-768 kHz,767500,1594829598.67,92.03
768-769 kHz,768500,1594876614.85,92.03
769-770 kHz,769500,1594923431.83,92.03
770-771 kHz,770500,1594970049.61,92.03
771-772 kHz,771500,1595016468.19,92.03
772-773 kHz,772500,1595062687.56,92.03
773-774 kHz,773500,1595108707.74,92.03
774-775 kHz,774500,1595154528.72,92.03
775-776 kHz,775500,1595200150.49,92.03
776-777 kHz,776500,1595245573.06,92.03
777-778 kHz,777500,1595290796.44,92.03
778-779 kHz,778500,1595335820.61,92.03
779-780 kHz,779500,1595380645.58,92.03
780-781 kHz,780500,1595425271.35,92.03
781-782 kHz,781500,1595469697.92,92.03
782-783 kHz,782500,1595513925.29,92.03
783-784 kHz,783500,1595557953.46,92.03
784-785 kHz,784500,1595601782.42,92.03
785-786 kHz,785500,1595645412.19,92.03
786-787 kHz,786500,1595688842.76,92.03
787-788 kHz,787500,1595732074.12,92.03
788-789 kHz,788500,1595775106.29,92.03
789-790 kHz,789500,1595817939.25,92.03
790-791 kHz,790500,1595860573.01,92.03
791-792 kHz,791500,1595903007.57,92.03
792-793 kHz,792500,1595945242.93,92.03
793-794 kHz,793500,1595987279.09,92.03
794-795 kHz,794500,1596029116.05,92.03
795-796 kHz,795500,1596070753.81,92.03
796-797 kHz,796500,1596112192.37,92.03
797-798 kHz,797500,1596153431.73,92.03
798-799 kHz,798500,1596194471.88,92.03
799-800 kHz,799500,1596235312.84,92.03
800-801 kHz,800500,1596275954.59,92.03
801-802 kHz,801500,1596316397.15,92.03
802-803 kHz,802500,1596356640.50,92.03
803-804 kHz,803500,1596396684.65,92.03
804-805 kHz,804500,1596436529.60,92.03
805-806 kHz,805500,1596476175.35,92.03
806-807 kHz,806500,1596515621.90,92.03
807-808 kHz,807500,1596554869.25,92.03
808-809 kHz,808500,1596593917.40,92.03
809-810 kHz,809500,1596632766.35,92.03
810-811 kHz,810500,1596671416.10,92.03
811-812 kHz,811500,1596709866.64,92.03
812-813 kHz,812500,1596748117.99,92.03
813-814 kHz,813500,1596786170.13,92.03
814-815 kHz,814500,1596824023.07,92.03
815-816 kHz,815500,1596861676.82,92.03
816-817 kHz,816500,1596899131.36,92.03
817-818 kHz,817500,1596936386.70,92.03
818-819 kHz,818500,1596973442.84,92.03
819-820 kHz,819500,1597010299.78,92.03
820-821 kHz,820500,1597046957.52,92.03
821-822 kHz,821500,1597083416.06,92.03
822-823 kHz,822500,1597119675.39,92.03
823-824 kHz,823500,1597155735.53,92.03
824-825 kHz,824500,1597191596.46,92.03
825-826 kHz,825500,1597227258.20,92.03
826-827 kHz,826500,1597262720.73,92.03
827-828 kHz,827500,1597297984.07,92.03
828-829 kHz,828500,1597333048.20,92.03
829-830 kHz,829500,1597367913.13,92.03
830-831 kHz,830500,1597402578.86,92.03
831-832 kHz,831500,1597437045.39,92.03
832-833 kHz,832500,1597471312.72,92.03
833-834 kHz,833500,1597505380.85,92.03
834-835 kHz,834500,1597539249.77,92.03
835-836 kHz,835500,1597572919.50,92.03
836-837 kHz,836500,1597606390.03,92.03
837-838 kHz,837500,1597639661.35,92.03
838-839 kHz,838500,1597672733.48,92.03
839-840 kHz,839500,1597705606.40,92.03
840-841 kHz,840500,1597738280.12,92.04
841-842 kHz,841500,1597770754.64,92.04
842-843 kHz,842500,1597803029.97,92.04
843-844 kHz,843500,1597835106.09,92.04
844-845 kHz,844500,1597866983.01,92.04
845-846 kHz,845500,1597898660.72,92.04
846-847 kHz,846500,1597930139.24,92.04
847-848 kHz,847500,1597961418.56,92.04
848-849 kHz,848500,1597992498.68,92.04
849-850 kHz,849500,1598023379.59,92.04
850-851 kHz,850500,1598054061.31,92.04
851-852 kHz,851500,1598084543.82,92.04
852-853 kHz,852500,1598114827.13,92.04
853-854 kHz,853500,1598144911.25,92.04
854-855 kHz,854500,1598174796.16,92.04
855-856 kHz,855500,1598204481.87,92.04
856-857 kHz,856500,1598233968.38,92.04
857-858 kHz,857500,1598263255.69,92.04
858-859 kHz,858500,1598292343.80,92.04
859-860 kHz,859500,1598321232.70,92.04
860-861 kHz,860500,1598349922.41,92.04
861-862 kHz,861500,1598378412.92,92.04
862-863 kHz,862500,1598406704.22,92.04
863-864 kHz,863500,1598434796.32,92.04
864-865 kHz,864500,1598462689.23,92.04
865-866 kHz,865500,1598490382.93,92.04
866-867 kHz,866500,1598517877.43,92.04
867-868 kHz,867500,1598545172.73,92.04
868-869 kHz,868500,1598572268.83,92.04
869-870 kHz,869500,1598599165.73,92.04
870-871 kHz,870500,1598625863.43,92.04
871-872 kHz,871500,1598652361.93,92.04
872-873 kHz,872500,1598678661.23,92.04
873-874 kHz,873500,1598704761.32,92.04
874-875 kHz,874500,1598730662.22,92.04
875-876 kHz,875500,1598756363.92,92.04
876-877 kHz,876500,1598781866.41,92.04
877-878 kHz,877500,1598807169.70,92.04
878-879 kHz,878500,1598832273.79,92.04
879-880 kHz,879500,1598857178.69,92.04
880-881 kHz,880500,1598881884.38,92.04
881-882 kHz,881500,1598906390.87,92.04
882-883 kHz,882500,1598930698.16,92.04
883-884 kHz,883500,1598954806.24,92.04
884-885 kHz,884500,1598978715.13,92.04
885-886 kHz,885500,1599002424.82,92.04
886-887 kHz,886500,1599025935.31,92.04
887-888 kHz,887500,1599049246.59,92.04
888-889 kHz,888500,1599072358.68,92.04
889-890 kHz,889500,1599095271.56,92.04
890-891 kHz,890500,1599117985.24,92.04
891-892 kHz,891500,1599140499.72,92.04
892-893 kHz,892500,1599162815.00,92.04
893-894 kHz,893500,1599184931.09,92.04
894-895 kHz,894500,1599206847.97,92.04
895-896 kHz,895500,1599228565.64,92.04
896-897 kHz,896500,1599250084.12,92.04
897-898 kHz,897500,1599271403.40,92.04
898-899 kHz,898500,1599292523.48,92.04
899-900 kHz,899500,1599313444.35,92.04
900-901 kHz,900500,1599334166.03,92.04
901-902 kHz,901500,1599354688.50,92.04
902-903 kHz,902500,1599375011.77,92.04
903-904 kHz,903500,1599395135.85,92.04
904-905 kHz,904500,1599415060.72,92.04
905-906 kHz,905500,1599434786.39,92.04
906-907 kHz,906500,1599454312.86,92.04
907-908 kHz,907500,1599473640.13,92.04
908-909 kHz,908500,1599492768.20,92.04
909-910 kHz,909500,1599511697.06,92.04
910-911 kHz,910500,1599530426.73,92.04
911-912 kHz,911500,1599548957.20,92.04
912-913 kHz,912500,1599567288.46,92.04
913-914 kHz,913500,1599585420.53,92.04
914-915 kHz,914500,1599603353.39,92.04
915-916 kHz,915500,1599621087.05,92.04
916-917 kHz,916500,1599638621.52,92.04
917-918 kHz,917500,1599655956.78,92.04
918-919 kHz,918500,1599673092.84,92.04
919-920 kHz,919500,1599690029.70,92.04
920-921 kHz,920500,1599706767.36,92.04
921-922 kHz,921500,1599723305.81,92.04
922-923 kHz,922500,1599739645.07,92.04
923-924 kHz,923500,1599755785.13,92.04
924-925 kHz,924500,1599771725.98,92.04
925-926 kHz,925500,1599787467.64,92.04
926-927 kHz,926500,1599803010.09,92.04
927-928 kHz,927500,1599818353.35,92.04
928-929 kHz,928500,1599833497.40,92.04
929-930 kHz,929500,1599848442.25,92.04
930-931 kHz,930500,1599863187.90,92.04
931-932 kHz,931500,1599877734.35,92.04
932-933 kHz,932500,1599892081.60,92.04
933-934 kHz,933500,1599906229.65,92.04
934-935 kHz,934500,1599920178.50,92.04
935-936 kHz,935500,1599933928.15,92.04
936-937 kHz,936500,1599947478.59,92.04
937-938 kHz,937500,1599960829.84,92.04
938-939 kHz,938500,1599973981.88,92.04
939-940 kHz,939500,1599986934.73,92.04
940-941 kHz,940500,1599999688.37,92.04
941-942 kHz,941500,1600012242.81,92.04
942-943 kHz,942500,1600024598.05,92.04
943-944 kHz,943500,1600036754.09,92.04
944-945 kHz,944500,1600048710.93,92.04
945-946 kHz,945500,1600060468.57,92.04
946-947 kHz,946500,1600072027.01,92.04
947-948 kHz,947500,1600083386.25,92.04
948-949 kHz,948500,1600094546.28,92.04
949-950 kHz,949500,1600105507.12,92.04
950-951 kHz,950500,1600116268.75,92.04
951-952 kHz,951500,1600126831.19,92.04
952-953 kHz,952500,1600137194.42,92.04
953-954 kHz,953500,1600147358.46,92.04
954-955 kHz,954500,1600157323.29,92.04
955-956 kHz,955500,1600167088.92,92.04
956-957 kHz,956500,1600176655.35,92.04
957-958 kHz,957500,1600186022.58,92.04
958-959 kHz,958500,1600195190.61,92.04
959-960 kHz,959500,1600204159.43,92.04
960-961 kHz,960500,1600212929.06,92.04
961-962 kHz,961500,1600221499.49,92.04
962-963 kHz,962500,1600229870.71,92.04
963-964 kHz,963500,1600238042.74,92.04
964-965 kHz,964500,1600246015.56,92.04
965-966 kHz,965500,1600253789.18,92.04
966-967 kHz,966500,1600261363.61,92.04
967-968 kHz,967500,1600268738.83,92.04
968-969 kHz,968500,1600275914.85,92.04
969-970 kHz,969500,1600282891.67,92.04
970-971 kHz,970500,1600289669.29,92.04
971-972 kHz,971500,1600296247.71,92.04
972-973 kHz,972500,1600302626.92,92.04
973-974 kHz,973500,1600308806.94,92.04
974-975 kHz,974500,1600314787.76,92.04
975-976 kHz,975500,1600320569.37,92.04
976-977 kHz,976500,1600326151.79,92.04
977-978 kHz,977500,1600331535.00,92.04
978-979 kHz,978500,1600336719.01,92.04
979-980 kHz,979500,1600341703.82,92.04
980-981 kHz,980500,1600346489.44,92.04
981-982 kHz,981500,1600351075.85,92.04
982-983 kHz,982500,1600355463.06,92.04
983-984 kHz,983500,1600359651.06,92.04
984-985 kHz,984500,1600363639.87,92.04
985-986 kHz,985500,1600367429.48,92.04
986-987 kHz,986500,1600371019.89,92.04
987-988 kHz,987500,1600374411.09,92.04
988-989 kHz,988500,1600377603.10,92.04
989-990 kHz,989500,1600380595.90,92.04
990-991 kHz,990500,1600383389.50,92.04
991-992 kHz,991500,1600385983.91,92.04
992-993 kHz,992500,1600388379.11,92.04
993-994 kHz,993500,1600390575.11,92.04
994-995 kHz,994500,1600392571.91,92.04
995-996 kHz,995500,1600394369.51,92.04
996-997 kHz,996500,1600395967.91,92.04
997-998 kHz,997500,1600397367.10,92.04
998-999 kHz,998500,1600398567.10,92.04
999-1000 kHz,999500,1600399567.90,92.04
1.000-1.010 MHz,1005000,1600401511.56,92.04
1.010-1.020 MHz,1015000,1600389607.43,92.04
1.020-1.030 MHz,1025000,1600357783.22,92.04
1.030-1.040 MHz,1035000,1600306038.94,92.04
1.040-1.050 MHz,1045000,1600234374.57,92.04
1.050-1.060 MHz,1055000,1600142790.12,92.04
1.060-1.070 MHz,1065000,1600031285.60,92.04
1.070-1.080 MHz,1075000,1599899860.99,92.04
1.080-1.090 MHz,1085000,1599748516.31,92.04
1.090-1.100 MHz,1095000,1599577251.54,92.04
1.100-1.110 MHz,1105000,1599386066.70,92.04
1.110-1.120 MHz,1115000,1599174961.77,92.04
1.120-1.130 MHz,1125000,1598943936.77,92.04
1.130-1.140 MHz,1135000,1598692991.69,92.04
1.140-1.150 MHz,1145000,1598422126.52,92.04
1.150-1.160 MHz,1155000,1598131341.28,92.04
1.160-1.170 MHz,1165000,1597820635.96,92.04
1.170-1.180 MHz,1175000,1597490010.55,92.03
1.180-1.190 MHz,1185000,1597139465.07,92.03
1.190-1.200 MHz,1195000,1596768999.51,92.03
1.200-1.210 MHz,1205000,1596378613.87,92.03
1.210-1.220 MHz,1215000,1595968308.15,92.03
1.220-1.230 MHz,1225000,1595538082.35,92.03
1.230-1.240 MHz,1235000,1595087936.47,92.03
1.240-1.250 MHz,1245000,1594617870.51,92.03
1.250-1.260 MHz,1255000,1594127884.47,92.03
1.260-1.270 MHz,1265000,1593617978.35,92.02
1.270-1.280 MHz,1275000,1593088152.15,92.02
1.280-1.290 MHz,1285000,1592538405.87,92.02
1.290-1.300 MHz,1295000,1591968739.51,92.02
1.300-1.310 MHz,1305000,1591379153.07,92.02
1.310-1.320 MHz,1315000,1590769646.55,92.02
1.320-1.330 MHz,1325000,1590140219.95,92.01
1.330-1.340 MHz,1335000,1589490873.28,92.01
1.340-1.350 MHz,1345000,1588821606.52,92.01
1.350-1.360 MHz,1355000,1588132419.68,92.01
1.360-1.370 MHz,1365000,1587423312.77,92.01
1.370-1.380 MHz,1375000,1586694285.77,92.00
1.380-1.390 MHz,1385000,1585945338.70,92.00
1.390-1.400 MHz,1395000,1585176471.54,92.00
1.400-1.410 MHz,1405000,1584387684.30,92.00
1.410-1.420 MHz,1415000,1583578976.99,92.00
1.420-1.430 MHz,1425000,1582750349.60,91.99
1.430-1.440 MHz,1435000,1581901802.12,91.99
1.440-1.450 MHz,1445000,1581033334.57,91.99
1.450-1.460 MHz,1455000,1580144946.93,91.99
1.460-1.470 MHz,1465000,1579236639.22,91.98
1.470-1.480 MHz,1475000,1578308411.43,91.98
1.480-1.490 MHz,1485000,1577360263.55,91.98
1.490-1.500 MHz,1495000,1576392195.60,91.98
1.500-1.510 MHz,1505000,1575404207.57,91.97
1.510-1.520 MHz,1515000,1574396299.46,91.97
1.520-1.530 MHz,1525000,1573368471.27,91.97
1.530-1.540 MHz,1535000,1572320723.00,91.97
1.540-1.550 MHz,1545000,1571253054.65,91.96
1.550-1.560 MHz,1555000,1570165466.22,91.96
1.560-1.570 MHz,1565000,1569057957.71,91.96
1.570-1.580 MHz,1575000,1567930529.12,91.95
1.580-1.590 MHz,1585000,1566783180.45,91.95
1.590-1.600 MHz,1595000,1565615911.70,91.95
1.600-1.610 MHz,1605000,1564428722.87,91.94
1.610-1.620 MHz,1615000,1563221613.96,91.94
1.620-1.630 MHz,1625000,1561994584.97,91.94
1.630-1.640 MHz,1635000,1560747635.90,91.93
1.640-1.650 MHz,1645000,1559480766.76,91.93
1.650-1.660 MHz,1655000,1558193977.53,91.93
1.660-1.670 MHz,1665000,1556887268.22,91.92
1.670-1.680 MHz,1675000,1555560638.84,91.92
1.680-1.690 MHz,1685000,1554214089.37,91.92
1.690-1.700 MHz,1695000,1552847619.82,91.91
1.700-1.710 MHz,1705000,1551461230.20,91.91
1.710-1.720 MHz,1715000,1550054920.49,91.90
1.720-1.730 MHz,1725000,1548628690.71,91.90
1.730-1.740 MHz,1735000,1547182540.84,91.90
1.740-1.750 MHz,1745000,1545716470.90,91.89
1.750-1.760 MHz,1755000,1544230480.88,91.89
1.760-1.770 MHz,1765000,1542724570.77,91.88
1.770-1.780 MHz,1775000,1541198740.59,91.88
1.780-1.790 MHz,1785000,1539652990.33,91.87
1.790-1.800 MHz,1795000,1538087319.98,91.87
1.800-1.810 MHz,1805000,1536501729.56,91.87
1.810-1.820 MHz,1815000,1534896219.06,91.86
1.820-1.830 MHz,1825000,1533270788.48,91.86
1.830-1.840 MHz,1835000,1531625437.82,91.85
1.840-1.850 MHz,1845000,1529960167.07,91.85
1.850-1.860 MHz,1855000,1528274976.25,91.84
1.860-1.870 MHz,1865000,1526569865.35,91.84
1.870-1.880 MHz,1875000,1524844834.37,91.83
1.880-1.890 MHz,1885000,1523099883.31,91.83
1.890-1.900 MHz,1895000,1521335012.17,91.82
1.900-1.910 MHz,1905000,1519550220.95,91.82
1.910-1.920 MHz,1915000,1517745509.66,91.81
1.920-1.930 MHz,1925000,1515920878.28,91.81
1.930-1.940 MHz,1935000,1514076326.82,91.80
1.940-1.950 MHz,1945000,1512211855.28,91.80
1.950-1.960 MHz,1955000,1510327463.66,91.79
1.960-1.970 MHz,1965000,1508423151.97,91.79
1.970-1.980 MHz,1975000,1506498920.19,91.78
1.980-1.990 MHz,1985000,1504554768.33,91.77
1.990-2.000 MHz,1995000,1502590696.40,91.77
2.000-2.010 MHz,2005000,1500606704.38,91.76
2.010-2.020 MHz,2015000,1498602792.29,91.76
2.020-2.030 MHz,2025000,1496578960.11,91.75
2.030-2.040 MHz,2035000,1494535207.85,91.75
2.040-2.050 MHz,2045000,1492471535.52,91.74
2.050-2.060 MHz,2055000,1490387943.11,91.73
2.060-2.070 MHz,2065000,1488284430.61,91.73
2.070-2.080 MHz,2075000,1486160998.04,91.72
2.080-2.090 MHz,2085000,1484017645.38,91.71
2.090-2.100 MHz,2095000,1481854372.65,91.71
2.100-2.110 MHz,2105000,1479671179.84,91.70
2.110-2.120 MHz,2115000,1477468066.95,91.70
2.120-2.130 MHz,2125000,1475245033.97,91.69
2.130-2.140 MHz,2135000,1473002080.92,91.68
2.140-2.150 MHz,2145000,1470739207.79,91.68
2.150-2.160 MHz,2155000,1468456414.58,91.67
2.160-2.170 MHz,2165000,1466153701.29,91.66
2.170-2.180 MHz,2175000,1463831067.92,91.65
2.180-2.190 MHz,2185000,1461488514.47,91.65
2.190-2.200 MHz,2195000,1459126040.94,91.64
2.200-2.210 MHz,2205000,1456743647.33,91.63
2.210-2.220 MHz,2215000,1454341333.64,91.63
2.220-2.230 MHz,2225000,1451919099.87,91.62
2.230-2.240 MHz,2235000,1449476946.02,91.61
2.240-2.250 MHz,2245000,1447014872.09,91.60
2.250-2.260 MHz,2255000,1444532878.09,91.60
2.260-2.270 MHz,2265000,1442030964.00,91.59
2.270-2.280 MHz,2275000,1439509129.83,91.58
2.280-2.290 MHz,2285000,1436967375.58,91.57
2.290-2.300 MHz,2295000,1434405701.26,91.57
2.300-2.310 MHz,2305000,1431824106.85,91.56
2.310-2.320 MHz,2315000,1429222592.36,91.55
2.320-2.330 MHz,2325000,1426601157.80,91.54
2.330-2.340 MHz,2335000,1423959803.15,91.53
2.340-2.350 MHz,2345000,1421298528.43,91.53
2.350-2.360 MHz,2355000,1418617333.62,91.52
2.360-2.370 MHz,2365000,1415916218.74,91.51
2.370-2.380 MHz,2375000,1413195183.78,91.50
2.380-2.390 MHz,2385000,1410454228.73,91.49
2.390-2.400 MHz,2395000,1407693353.61,91.49
2.400-2.410 MHz,2405000,1404912558.40,91.48
2.410-2.420 MHz,2415000,1402111843.12,91.47
2.420-2.430 MHz,2425000,1399291207.76,91.46
2.430-2.440 MHz,2435000,1396450652.32,91.45
2.440-2.450 MHz,2445000,1393590176.80,91.44
2.450-2.460 MHz,2455000,1390709781.19,91.43
2.460-2.470 MHz,2465000,1387809465.51,91.42
2.470-2.480 MHz,2475000,1384889229.75,91.41
2.480-2.490 MHz,2485000,1381949073.91,91.40
2.490-2.500 MHz,2495000,1378988997.99,91.40
2.500-2.510 MHz,2505000,1376009001.99,91.39
2.510-2.520 MHz,2515000,1373009085.91,91.38
2.520-2.530 MHz,2525000,1369989249.75,91.37
2.530-2.540 MHz,2535000,1366949493.51,91.36
2.540-2.550 MHz,2545000,1363889817.19,91.35
2.550-2.560 MHz,2555000,1360810220.80,91.34
2.560-2.570 MHz,2565000,1357710704.32,91.33
2.570-2.580 MHz,2575000,1354591267.76,91.32
2.580-2.590 MHz,2585000,1351451911.12,91.31
2.590-2.600 MHz,2595000,1348292634.41,91.30
2.600-2.610 MHz,2605000,1345113437.61,91.29
2.610-2.620 MHz,2615000,1341914320.73,91.28
2.620-2.630 MHz,2625000,1338695283.78,91.27
2.630-2.640 MHz,2635000,1335456326.74,91.26
2.640-2.650 MHz,2645000,1332197449.62,91.25
2.650-2.660 MHz,2655000,1328918652.43,91.23
2.660-2.670 MHz,2665000,1325619935.15,91.22
2.670-2.680 MHz,2675000,1322301297.80,91.21
2.680-2.690 MHz,2685000,1318962740.37,91.20
2.690-2.700 MHz,2695000,1315604262.85,91.19
2.700-2.710 MHz,2705000,1312225865.26,91.18
2.710-2.720 MHz,2715000,1308827547.58,91.17
2.720-2.730 MHz,2725000,1305409309.83,91.16
2.730-2.740 MHz,2735000,1301971152.00,91.15
2.740-2.750 MHz,2745000,1298513074.09,91.13
2.750-2.760 MHz,2755000,1295035076.10,91.12
2.760-2.770 MHz,2765000,1291537158.02,91.11
2.770-2.780 MHz,2775000,1288019319.87,91.10
2.780-2.790 MHz,2785000,1284481561.64,91.09
2.790-2.800 MHz,2795000,1280923883.33,91.08
2.800-2.810 MHz,2805000,1277346284.94,91.06
2.810-2.820 MHz,2815000,1273748766.47,91.05
2.820-2.830 MHz,2825000,1270131327.92,91.04
2.830-2.840 MHz,2835000,1266493969.29,91.03
2.840-2.850 MHz,2845000,1262836690.58,91.01
2.850-2.860 MHz,2855000,1259159491.79,91.00
2.860-2.870 MHz,2865000,1255462372.92,90.99
2.870-2.880 MHz,2875000,1251745333.98,90.98
2.880-2.890 MHz,2885000,1248008374.95,90.96
2.890-2.900 MHz,2895000,1244251495.84,90.95
2.900-2.910 MHz,2905000,1240474696.65,90.94
2.910-2.920 MHz,2915000,1236677977.39,90.92
2.920-2.930 MHz,2925000,1232861338.04,90.91
2.930-2.940 MHz,2935000,1229024778.61,90.90
2.940-2.950 MHz,2945000,1225168299.11,90.88
2.950-2.960 MHz,2955000,1221291899.52,90.87
2.960-2.970 MHz,2965000,1217395579.86,90.85
2.970-2.980 MHz,2975000,1213479340.11,90.84
2.980-2.990 MHz,2985000,1209543180.29,90.83
2.990-3.000 MHz,2995000,1205587100.38,90.81
3.000-3.010 MHz,3005000,1201611100.40,90.80
3.010-3.020 MHz,3015000,1197615180.34,90.78
3.020-3.030 MHz,3025000,1193599340.19,90.77
3.030-3.040 MHz,3035000,1189563579.97,90.75
3.040-3.050 MHz,3045000,1185507899.67,90.74
3.050-3.060 MHz,3055000,1181432299.28,90.72
3.060-3.070 MHz,3065000,1177336778.82,90.71
3.070-3.080 MHz,3075000,1173221338.28,90.69
3.080-3.090 MHz,3085000,1169085977.66,90.68
3.090-3.100 MHz,3095000,1164930696.96,90.66
3.100-3.110 MHz,3105000,1160755496.18,90.65
3.110-3.120 MHz,3115000,1156560375.32,90.63
3.120-3.130 MHz,3125000,1152345334.38,90.62
3.130-3.140 MHz,3135000,1148110373.36,90.60
3.140-3.150 MHz,3145000,1143855492.26,90.58
3.150-3.160 MHz,3155000,1139580691.08,90.57
3.160-3.170 MHz,3165000,1135285969.82,90.55
3.170-3.180 MHz,3175000,1130971328.48,90.53
3.180-3.190 MHz,3185000,1126636767.06,90.52
3.190-3.200 MHz,3195000,1122282285.56,90.50
3.200-3.210 MHz,3205000,1117907883.99,90.48
3.210-3.220 MHz,3215000,1113513562.33,90.47
3.220-3.230 MHz,3225000,1109099320.59,90.45
3.230-3.240 MHz,3235000,1104665158.78,90.43
3.240-3.250 MHz,3245000,1100211076.88,90.41
3.250-3.260 MHz,3255000,1095737074.90,90.40
3.260-3.270 MHz,3265000,1091243152.85,90.38
3.270-3.280 MHz,3275000,1086729310.71,90.36
3.280-3.290 MHz,3285000,1082195548.50,90.34
3.290-3.300 MHz,3295000,1077641866.20,90.32
3.300-3.310 MHz,3305000,1073068263.83,90.31
3.310-3.320 MHz,3315000,1068474741.37,90.29
3.320-3.330 MHz,3325000,1063861298.84,90.27
3.330-3.340 MHz,3335000,1059227936.23,90.25
3.340-3.350 MHz,3345000,1054574653.53,90.23
3.350-3.360 MHz,3355000,1049901450.76,90.21
3.360-3.370 MHz,3365000,1045208327.91,90.19
3.370-3.380 MHz,3375000,1040495284.98,90.17
3.380-3.390 MHz,3385000,1035762321.97,90.15
3.390-3.400 MHz,3395000,1031009438.87,90.13
3.400-3.410 MHz,3405000,1026236635.70,90.11
3.410-3.420 MHz,3415000,1021443912.45,90.09
3.420-3.430 MHz,3425000,1016631269.12,90.07
3.430-3.440 MHz,3435000,1011798705.71,90.05
3.440-3.450 MHz,3445000,1006946222.22,90.03
3.450-3.460 MHz,3455000,1002073818.65,90.01
3.460-3.470 MHz,3465000,997181495.00,89.99
3.470-3.480 MHz,3475000,992269251.27,89.97
3.480-3.490 MHz,3485000,987337087.46,89.94
3.490-3.500 MHz,3495000,982385003.58,89.92
3.500-3.510 MHz,3505000,977412999.61,89.90
3.510-3.520 MHz,3515000,972421075.56,89.88
3.520-3.530 MHz,3525000,967409231.43,89.86
3.530-3.540 MHz,3535000,962377467.23,89.83
3.540-3.550 MHz,3545000,957325782.94,89.81
3.550-3.560 MHz,3555000,952254178.57,89.79
3.560-3.570 MHz,3565000,947162654.13,89.76
3.570-3.580 MHz,3575000,942051209.60,89.74
3.580-3.590 MHz,3585000,936919845.00,89.72
3.590-3.600 MHz,3595000,931768560.31,89.69
3.600-3.610 MHz,3605000,926597355.55,89.67
3.610-3.620 MHz,3615000,921406230.70,89.64
3.620-3.630 MHz,3625000,916195185.78,89.62
3.630-3.640 MHz,3635000,910964220.77,89.60
3.640-3.650 MHz,3645000,905713335.69,89.57
3.650-3.660 MHz,3655000,900442530.53,89.54
3.660-3.670 MHz,3665000,895151805.28,89.52
3.670-3.680 MHz,3675000,889841159.96,89.49
3.680-3.690 MHz,3685000,884510594.56,89.47
3.690-3.700 MHz,3695000,879160109.08,89.44
3.700-3.710 MHz,3705000,873789703.52,89.41
3.710-3.720 MHz,3715000,868399377.87,89.39
3.720-3.730 MHz,3725000,862989132.15,89.36
3.730-3.740 MHz,3735000,857558966.35,89.33
3.740-3.750 MHz,3745000,852108880.47,89.30
3.750-3.760 MHz,3755000,846638874.51,89.28
3.760-3.770 MHz,3765000,841148948.47,89.25
3.770-3.780 MHz,3775000,835639102.35,89.22
3.780-3.790 MHz,3785000,830109336.15,89.19
3.790-3.800 MHz,3795000,824559649.88,89.16
3.800-3.810 MHz,3805000,818990043.52,89.13
3.810-3.820 MHz,3815000,813400517.08,89.10
3.820-3.830 MHz,3825000,807791070.56,89.07
3.830-3.840 MHz,3835000,802161703.96,89.04
3.840-3.850 MHz,3845000,796512417.29,89.01
3.850-3.860 MHz,3855000,790843210.53,88.98
3.860-3.870 MHz,3865000,785154083.69,88.95
3.870-3.880 MHz,3875000,779445036.78,88.92
3.880-3.890 MHz,3885000,773716069.78,88.89
3.890-3.900 MHz,3895000,767967182.71,88.85
3.900-3.910 MHz,3905000,762198375.55,88.82
3.910-3.920 MHz,3915000,756409648.32,88.79
3.920-3.930 MHz,3925000,750601001.00,88.75
3.930-3.940 MHz,3935000,744772433.61,88.72
3.940-3.950 MHz,3945000,738923946.13,88.69
3.950-3.960 MHz,3955000,733055538.58,88.65
3.960-3.970 MHz,3965000,727167210.95,88.62
3.970-3.980 MHz,3975000,721258963.23,88.58
3.980-3.990 MHz,3985000,715330795.44,88.55
3.990-4.000 MHz,3995000,709382707.57,88.51
4.000-4.010 MHz,4005000,703414699.62,88.47
4.010-4.020 MHz,4015000,697426771.58,88.43
4.020-4.030 MHz,4025000,691418923.47,88.40
4.030-4.040 MHz,4035000,685391155.28,88.36
4.040-4.050 MHz,4045000,679343467.01,88.32
4.050-4.060 MHz,4055000,673275858.66,88.28
4.060-4.070 MHz,4065000,667188330.23,88.24
4.070-4.080 MHz,4075000,661080881.72,88.20
4.080-4.090 MHz,4085000,654953513.13,88.16
